,method,fct_mean,fct_std,location,forecast_date,target_end_date,target,FIPS,cases,q_0.025,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.975,wis
602979,ARIMA,34.26818428921985,66.7442398024233,12,2021-10-04,2021-10-30,4-step_ahead,12113,71.0,0.0,0.0,0.0,34.26818428921985,79.2864899205837,119.80436929909963,165.08449047747428,15.51287986496652
602980,ARIMA,155.90927341002916,130.80061402425042,12,2021-10-18,2021-10-30,2-step_ahead,12113,71.0,0.0,0.0,67.6855999313184,155.90927341002916,244.1329468887399,323.5370050870023,412.2737660532847,36.922005172686376
602981,PatchSim_adpt,108.0,33.673469387755105,12,2021-10-25,2021-10-30,1-step_ahead,12113,71.0,42.00121276548796,64.84571258880429,85.28759004441766,108.0,130.71240995558236,151.15428741119572,173.99878723451204,16.021311961763878
602982,PatchSim_adpt,59.0,24.489795918367342,12,2021-10-18,2021-10-30,2-step_ahead,12113,71.0,11.00088201126399,27.61506370094857,42.48188366866739,59.0,75.51811633133259,90.38493629905143,106.999117988736,6.5531432356895385
602983,lstm,367.87276306152336,54.13073090952013,12,2021-10-04,2021-10-30,4-step_ahead,12113,71.0,261.77848002203484,298.5014401203544,331.3621398924298,367.87276306152336,404.3833862306169,437.2440860026923,473.9670461010119,247.0036376829531
602984,lstm,302.41759033203124,44.73267046716664,12,2021-10-11,2021-10-30,3-step_ahead,12113,71.0,214.74316728408607,245.09036646384308,272.2458626030284,302.41759033203124,332.58931806103413,359.74481420021937,390.0920133799763,190.20663465928845
602985,lstm,208.8213916015625,96.3081078485288,12,2021-10-18,2021-10-30,2-step_ahead,12113,71.0,20.06096879924675,85.3975852136422,143.862559996951,208.8213916015625,273.780223206174,332.2451979894828,397.5818144038784,63.64943978039432
602986,lstm,167.0545751953125,47.333631110281075,12,2021-10-25,2021-10-30,1-step_ahead,12113,71.0,74.28236296165693,106.3940861430212,135.12852617186553,167.0545751953125,198.9806242187595,227.71506424760383,259.8267874289681,52.447427373732694
659460,AR_spatial,166.09045262736367,17.629249862430836,12,2021-10-18,2021-10-23,1-step_ahead,12113,146.0,131.53775782254155,143.4976598667885,154.1997042915084,166.09045262736367,177.98120096321895,188.68324538793885,200.64314743218586,8.696142304421148
659461,AR_spatial,194.7800108478575,19.439437592565863,12,2021-10-11,2021-10-23,2-step_ahead,12113,146.0,156.6794132867144,169.8673691677982,181.66830944209545,194.7800108478575,207.89171225361957,219.69265252791683,232.88060840900062,30.871001782139093
659462,AR_spatial,364.30681918025283,49.2630875840085,12,2021-10-04,2021-10-23,3-step_ahead,12113,146.0,267.75294174835386,301.17363216340595,331.07937154182724,364.30681918025283,397.53426681867836,427.4400061970997,460.8606966121518,172.92211718225445
659463,AR_spatial,813.8941173344734,88.76789246312094,12,2021-09-27,2021-10-23,4-step_ahead,12113,146.0,639.9122451232319,700.1334857782657,754.0210837215902,813.8941173344734,873.7671509473565,927.6547488906807,987.875989545715,586.1147457195913
659464,AR,171.52727906432457,9.302744245148943,12,2021-10-18,2021-10-23,1-step_ahead,12113,146.0,153.29423538644542,159.6053326130929,165.25267342227605,171.52727906432457,177.80188470637313,183.44922551555626,189.76032274220373,16.956921499754635
659465,AR,190.3690262166635,16.720376323692957,12,2021-10-11,2021-10-23,2-step_ahead,12113,146.0,157.59769081426907,168.94100176253994,179.09130376691138,190.3690262166635,201.64674866641565,211.7970506707871,223.140361619058,28.965012096535048
659466,AR,368.3644719166134,40.780447606187856,12,2021-10-04,2021-10-23,3-step_ahead,12113,146.0,288.43626333506256,316.1022254432938,340.85847799783136,368.3644719166134,395.87046583539535,420.626718389933,448.2926804981642,184.79458840503625
659467,AR,824.6416164547443,103.69411582272595,12,2021-09-27,2021-10-23,4-step_ahead,12113,146.0,621.4048840334765,691.7522599843668,754.7009981766703,824.6416164547443,894.5822347328183,957.5309729251221,1027.878348876012,583.1111335645892
659468,ARIMA,689.9558480988546,1229.2797585196527,12,2021-09-27,2021-10-23,4-step_ahead,12113,146.0,0.0,0.0,0.0,689.9558480988546,1519.0924453438747,2265.341247122004,3099.2999017214693,273.0764736116094
659469,ARIMA,38.121774160982426,8.060987702221919,12,2021-10-11,2021-10-23,2-step_ahead,12113,146.0,22.32252858480718,27.791202751364153,32.68472057937708,38.121774160982426,43.55882774258777,48.4523455706007,53.92101973715767,100.45186377734221
659470,ARIMA,68.77602960915772,76.40326001060126,12,2021-10-04,2021-10-23,3-step_ahead,12113,146.0,0.0,0.0,17.242813850440992,68.77602960915772,120.30924536787441,166.69074708845494,218.5236675313856,32.05757545829578
659471,ARIMA,158.80981795254615,64.68818022803114,12,2021-10-18,2021-10-23,1-step_ahead,12113,146.0,32.02331448016909,75.90857930908156,115.1783034299023,158.80981795254615,202.44133247519002,241.71105659601074,285.5963214249232,14.611496897116222
659472,PatchSim_adpt,82.0,22.448979591836725,12,2021-10-18,2021-10-23,1-step_ahead,12113,146.0,38.000808510325335,53.23047505920286,66.85839336294511,82.0,97.14160663705488,110.76952494079714,125.99919148967469,43.31838423246968
659473,PatchSim_adpt-Delta,304.0,163.44387755101982,12,2021-09-27,2021-10-23,4-step_ahead,12113,146.0,0.0,94.53824284581057,193.7587798595337,304.0,414.2412201404664,513.4617571541894,624.3441134935736,68.39438405655547
659474,lstm,409.03206420898437,72.10426636648751,12,2021-09-27,2021-10-23,4-step_ahead,12113,146.0,267.7102989989861,316.62672876456736,360.3984755993805,409.03206420898437,457.66565281858834,501.4373996534013,550.3538294189826,196.6044243204604
659475,lstm,364.6978631591797,38.07096015749278,12,2021-10-04,2021-10-23,3-step_ahead,12113,146.0,290.0801523936345,315.90796456755874,339.0193907528274,364.6978631591797,390.376335565532,413.48776175080064,439.3155739247248,183.62415450096802
659476,lstm,247.78480316162108,27.108579576221103,12,2021-10-11,2021-10-23,2-step_ahead,12113,146.0,194.6529635201896,213.04376056602456,229.5003440950851,247.78480316162108,266.0692622281571,282.5258457572176,300.91664280305247,76.81042851330533
659477,lstm,182.9476889038086,64.84794344501714,12,2021-10-18,2021-10-23,1-step_ahead,12113,146.0,55.84805528008474,99.84170545949918,139.20841572884936,182.9476889038086,226.68696207876786,266.05367234811797,310.0473225275325,18.091331259837716
736995,AR_spatial,82.42849775612052,9.76608739955587,12,2021-06-14,2021-06-19,1-step_ahead,12113,59.0,63.287318183120576,69.9127531599743,75.84137190560098,82.42849775612052,89.01562360664008,94.94424235226671,101.56967732912045,14.431275128541465
736996,AR_spatial,81.10801234031145,9.428554590134091,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,62.62838491737882,69.02483344450238,74.74854891010179,81.10801234031145,87.46747577052109,93.19119123612052,99.58763976324407,13.421749230729134
736997,AR_spatial,80.62175883042406,9.012791086370608,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,62.95701290095403,69.07140230375938,74.54272362200847,80.62175883042406,86.70079403883966,92.17211535708871,98.28650475989409,13.318526985128038
736998,AR_spatial,101.6138997225962,11.469908473767932,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,79.13329220804026,86.91462056138563,93.87756402135255,101.6138997225962,109.35023542383983,116.31317888380676,124.09450723715211,32.046994488762365
736999,AR,83.31235534037086,4.1876368212137685,12,2021-06-14,2021-06-19,1-step_ahead,12113,59.0,75.10473799045808,77.94568281621214,80.48783722691847,83.31235534037086,86.13687345382324,88.67902786452957,91.51997269028364,20.454402895093626
737000,AR,88.55636160984791,0.8777706063772636,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,86.83596283466059,87.43145331505609,87.96431433282305,88.55636160984791,89.14840888687277,89.68126990463972,90.27676038503523,28.747696149626808
737001,AR,89.20303457051047,0.9288715416351748,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,87.38247980264133,88.01263779213808,88.5765202364287,89.20303457051047,89.82954890459223,90.39343134888287,91.0235893383796,29.347291250734905
737002,AR,93.06801771619403,0.90650936974562,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,91.29129199984452,91.90627921421567,92.45658643784391,93.06801771619403,93.67944899454416,94.22975621817238,94.84474343254357,33.23287603868267
737003,ARIMA,92.75245705497281,7.304641582781925,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,78.43562263274656,83.39118219881644,87.82555117853032,92.75245705497281,97.67936293141527,102.11373191112921,107.06929147719904,27.02289547661244
737004,ARIMA,100.03615864172797,33.58098541842852,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,34.218636656243355,57.0003942062105,77.38612817551385,100.03615864172797,122.68618910794208,143.07192307724546,165.8536806272126,17.750643347389317
737005,ARIMA,86.22892425596609,19.933572594043614,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,47.15983988842595,60.68302309117257,72.78393385649416,86.22892425596609,99.67391465543804,111.77482542075964,125.29800862350623,12.247585350491848
737006,ARIMA,87.45635053825363,9.338679655236524,12,2021-06-14,2021-06-19,1-step_ahead,12113,59.0,69.15287475083312,75.48835100596575,81.15750683043191,87.45635053825363,93.75519424607536,99.42435007054152,105.75982632567413,19.852886687456305
737007,PatchSim_adpt,37.0,8.16326530612245,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,21.00029400375466,26.53835456698285,31.493961222889126,37.0,42.50603877711088,47.46164543301714,52.99970599624535,14.479412448170788
737008,PatchSim_adpt,70.0,21.42857142857143,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,28.00077175985598,42.538180738329984,55.54664821008396,70.0,84.45335178991604,97.46181926167002,111.99922824014402,5.805428902656923
737009,PatchSim_adpt,66.0,19.897959183673468,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,27.00071663415199,40.499739257020714,52.579030480792255,66.0,79.42096951920773,91.5002607429793,104.999283365848,4.931571736140608
737010,ENKF,95.88526008147892,7.505343838659858,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,81.175056466116,86.26677493509384,90.8229825906055,95.88526008147892,100.94753757235227,105.503745227864,110.59546369684185,29.97079713943905
737011,ENKF,89.30518008578292,5.4039882045654455,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,78.71355783195537,82.37969054203752,85.660245431623,89.30518008578292,92.95011473994283,96.23066962952831,99.89680233961046,25.32663719915079
737012,ENKF,84.4524245822613,3.5119933545178488,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,77.56904409346231,79.95162400059671,82.08362106188225,84.4524245822613,86.82122810264035,88.95322516392588,91.33580507106028,22.216923528009804
737013,ENKF,83.03116588963167,2.180689369246158,12,2021-06-14,2021-06-19,1-step_ahead,12113,59.0,78.75709326443983,80.23650001450778,81.56031326171356,83.03116588963167,84.50201851754976,85.82583176475555,87.3052385148235,22.02215788734869
737014,lstm,166.60482391357422,128.3964324158774,12,2021-05-24,2021-06-19,4-step_ahead,12113,59.0,0.0,2.0581749406650545,80.00274628732099,166.60482391357422,253.20690153982747,331.15147288648336,418.25720719212507,46.13484486617706
737015,lstm,179.79194183349608,65.09315183534788,12,2021-05-31,2021-06-19,3-step_ahead,12113,59.0,52.21170859601692,96.37171119267364,135.88727811259668,179.79194183349608,223.6966055543955,263.21217247431855,307.3721750709753,62.762957106430434
737016,lstm,130.08437850952149,56.83828943143156,12,2021-06-07,2021-06-19,2-step_ahead,12113,59.0,18.683378281052047,57.243179705793246,91.74753486934263,130.08437850952149,168.42122214970038,202.9255773132497,241.4853787379909,30.74183877610341
737017,lstm,100.26227081298828,33.7411172820094,12,2021-06-14,2021-06-19,1-step_ahead,12113,59.0,34.13089614210786,57.021289137005155,77.50423304610906,100.26227081298828,123.02030857986747,143.50325248897136,166.39364548386868,17.84832925850956
737018,AR_spatial,82.40426756659889,9.755512268770886,12,2021-06-14,2021-06-26,2-step_ahead,12113,83.0,63.28381486906932,69.90207554586601,75.82427453340081,82.40426756659889,88.98426059979697,94.90645958733177,101.52472026412846,2.012663934949328
737019,AR_spatial,80.11028478709423,9.705987290844156,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,61.08689926263619,67.6715615793569,73.5636958438864,80.11028478709423,86.65687373030205,92.54900799483156,99.13367031155228,2.3305902845220468
737020,AR_spatial,80.05727594250901,8.561057545904728,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,63.27791148296088,69.08583924183739,74.28293037695745,80.05727594250901,85.83162150806056,91.02871264318064,96.83664040205713,2.1119401070380017
737021,AR,83.34219849889004,4.065667044906133,12,2021-06-14,2021-06-26,2-step_ahead,12113,83.0,75.37363751774262,78.13183653250749,80.59994774939086,83.34219849889004,86.08444924838922,88.55256046527259,91.31075948003746,0.852207161865283
737022,AR,88.48220943078634,0.8980721246017674,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,86.72202041104751,87.33128369353098,87.87646898780564,88.48220943078634,89.08794987376707,89.6331351680417,90.24239845052513,4.6548407507730465
737023,AR,89.15731343847322,0.8986086896338605,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,87.39607277059612,88.00570006546097,88.55121108787806,89.15731343847322,89.76341578906839,90.30892681148548,90.91855410635031,5.329450436133043
737024,ARIMA,77.8619664400873,6.921121163290905,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,64.29681822739917,68.99219277794798,73.19374115558242,77.8619664400873,82.5301917245922,86.73174010222662,91.42711465277544,2.2357570973368195
737025,ARIMA,67.89025631477317,11.378890962688393,12,2021-06-21,2021-06-26,1-step_ahead,12113,83.0,45.588039843895615,53.307620787378546,60.21531099184102,67.89025631477317,75.56520163770531,82.47289184216778,90.19247278565071,6.681682558065484
737026,ARIMA,86.13248670231377,22.038161981682567,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,42.938482932756074,57.88944571296298,71.26797233250791,86.13248670231377,100.99700107211963,114.37552769166456,129.3264904718715,4.801945406402246
737027,ARIMA,87.4563052642239,9.34060863370664,12,2021-06-14,2021-06-26,2-step_ahead,12113,83.0,69.149048748475,75.48583364655775,81.15616048019575,87.4563052642239,93.75645004825205,99.42677688189005,105.7635617799728,2.4821949066990565
737028,PatchSim_adpt,29.0,8.673469387755103,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,12.000312378989324,17.88450172741928,23.149833799319698,29.0,34.8501662006803,40.115498272580716,45.99968762101067,46.00937572618147
737029,PatchSim_adpt,64.0,24.489795918367342,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,16.00088201126399,32.615063700948575,47.48188366866739,64.0,80.51811633133259,95.38493629905143,111.999117988736,8.262252855308798
737030,ENKF,89.50165893852318,7.448513474268004,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,74.90284079059658,79.95600483459495,84.477712945932,89.50165893852318,94.52560493111437,99.0473130424514,104.10047708644976,2.822739182763187
737031,ENKF,84.59883796391296,5.18423178313512,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,74.43793038146026,77.95497760609005,81.10212676354756,84.59883796391296,88.09554916427834,91.24269832173584,94.75974554636564,1.2527405808075391
737032,ENKF,82.14983077262876,3.607187298068928,12,2021-06-14,2021-06-26,2-step_ahead,12113,83.0,75.07987358292331,77.52703424357594,79.71681991304376,82.14983077262876,84.58284163221377,86.7726273016816,89.2197879623342,0.8341849167925596
737033,ENKF,75.5869697642629,2.1449880113286675,12,2021-06-21,2021-06-26,1-step_ahead,12113,83.0,71.38287051478851,72.83805702027026,74.14019733632823,75.5869697642629,77.03374219219756,78.33588250825555,79.7910690137373,5.4369128939764915
737034,lstm,230.3869367980957,79.50718559051124,12,2021-05-31,2021-06-26,4-step_ahead,12113,83.0,74.5557165285517,128.49437863253092,176.76015505035824,230.3869367980957,284.0137185458331,332.27949496366045,386.2181570676397,76.55184731497025
737035,lstm,175.21997619628902,79.80648112426634,12,2021-06-07,2021-06-26,3-step_ahead,12113,83.0,18.802147459851337,72.9438553708799,121.39132267875428,175.21997619628902,229.0486297138237,277.4960970216981,331.6378049327267,39.9119294678771
737036,lstm,126.87355697631835,46.190357051733656,12,2021-06-14,2021-06-26,2-step_ahead,12113,83.0,36.34212072187468,67.67823258360502,95.71863458702671,126.87355697631835,158.02847936561,186.0688813690317,217.404993230762,19.028145988884734
737037,AR_spatial,83.13411273197941,10.495274415738912,12,2021-06-14,2021-07-03,3-step_ahead,12113,110.0,62.5637528692665,69.68387737366902,76.05515771306834,83.13411273197941,90.21306775089049,96.58434809028981,103.70447259469229,17.19688507782599
737038,AR_spatial,80.5976070963554,10.609369416342572,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,59.80362514164322,67.00115311140057,73.44169616898856,80.5976070963554,87.75351802372225,94.1940610813102,101.39158905106758,19.628278186894928
737039,AR,83.30655509300725,4.092573904590859,12,2021-06-14,2021-07-03,3-step_ahead,12113,110.0,75.28525763594071,78.06171059847185,80.54615594244076,83.30655509300725,86.06695424357375,88.55139958754265,91.3278525500738,22.92307126267138
737040,AR,88.51303635469425,0.8997181369932378,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,86.74962120995005,87.36000116768169,87.90618569322679,88.51303635469425,89.11988701616171,89.66607154170677,90.27645149943848,20.65807854020553
737041,ARIMA,76.34140234252445,12.150004235890865,12,2021-06-28,2021-07-03,1-step_ahead,12113,110.0,52.52783162816925,60.770545392644976,68.14634902057708,76.34140234252445,84.53645566447182,91.91225929240393,100.15497305687964,22.465139257614208
737042,ARIMA,94.82859847401836,9.74899198925799,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,75.7209252895032,82.33476252770302,88.25300330252014,94.82859847401836,101.40419364551659,107.3224344203337,113.93627165853351,7.314577466108132
737043,ARIMA,67.8220543448733,13.180823764731207,12,2021-06-21,2021-07-03,2-step_ahead,12113,110.0,41.98811447943047,50.930149014014546,58.931723816421176,67.8220543448733,76.71238487332542,84.71395967573206,93.65599421031612,30.03482211195992
737044,ARIMA,87.45625999022293,9.342537231915577,12,2021-06-14,2021-07-03,3-step_ahead,12113,110.0,69.14522349144386,75.48331677450281,81.15481438647059,87.45625999022293,93.75770559397526,99.42920320594305,105.76729648900199,13.936722281693536
737045,PatchSim_adpt,22.0,9.183673469387756,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,4.000330754223992,10.230648887855713,15.805706375750267,22.0,28.19429362424973,33.76935111214429,39.99966924577601,79.53933900419214
737046,ENKF,84.69019887646209,7.055556891774138,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,70.8615614777114,75.64813889601993,79.93129807103513,84.69019887646209,89.44909968188904,93.73225885690424,98.51883627521278,18.809714290429238
737047,ENKF,82.53933359722578,5.455480005699947,12,2021-06-14,2021-07-03,3-step_ahead,12113,110.0,71.84678926767552,75.54785465512373,78.8596682509815,82.53933359722578,86.21899894347004,89.53081253932781,93.23187792677605,22.434685562809506
737048,ENKF,71.80126032377666,3.6632072825209057,12,2021-06-21,2021-07-03,2-step_ahead,12113,110.0,64.62150598213084,67.1066712959476,69.33046455887265,71.80126032377666,74.27205608868066,76.4958493516057,78.98101466542249,34.82392946785798
737049,ENKF,74.51001788574649,2.309035816589168,12,2021-06-28,2021-07-03,1-step_ahead,12113,110.0,69.98439084621869,71.5508694200981,72.95259689462145,74.51001788574649,76.06743887687152,77.46916635139489,79.0356449252743,33.36273212692989
737050,lstm,224.06022384643555,98.9873459645382,12,2021-06-07,2021-07-03,4-step_ahead,12113,110.0,30.048590830734412,97.20283565647664,157.29427359424108,224.06022384643555,290.82617409862996,350.9176120363945,418.0718568621368,49.36554855209512
737051,lstm,161.89160339355467,64.26802316990297,12,2021-06-14,2021-07-03,3-step_ahead,12113,110.0,35.92859262295913,79.52881768570887,118.5434805000908,161.89160339355467,205.23972628701856,244.25438910140045,287.85461416415023,22.552586092485427
737052,lstm,124.23520217895508,44.79647914941143,12,2021-06-28,2021-07-03,1-step_ahead,12113,110.0,36.43571641190921,66.82620419414081,94.02043614780456,124.23520217895508,154.44996821010557,181.6442001637693,212.03468794600101,10.88478799724798
737053,AR_spatial,82.735605047348,9.883417669469438,12,2021-06-14,2021-07-10,4-step_ahead,12113,111.0,63.36446237102111,70.06949566010827,76.06934113238404,82.735605047348,89.401868962312,95.40171443458773,102.10674772367493,19.15907923557075
737054,AR,83.62093163953331,4.134450641416107,12,2021-06-14,2021-07-10,4-step_ahead,12113,111.0,75.5175572864992,78.32241994735963,80.83228705920655,83.62093163953331,86.4095762198601,88.919443331707,91.72430599256741,23.570114852099614
737055,ARIMA,76.30084460431772,13.32875923969391,12,2021-06-28,2021-07-10,2-step_ahead,12113,111.0,50.17695653591218,59.219352333920924,67.31073311431285,76.30084460431772,85.29095609432258,93.38233687471451,102.42473267272324,22.419743045309392
737056,ARIMA,67.75393711769165,14.791247320222313,12,2021-06-21,2021-07-10,3-step_ahead,12113,111.0,38.76362508363133,48.79819095810337,57.77739240758644,67.75393711769165,77.73048182779686,86.70968327727994,96.74424915175196,29.6193012494282
737057,ARIMA,85.49390807590227,15.349647398718055,12,2021-07-05,2021-07-10,1-step_ahead,12113,111.0,55.409151999025966,65.82254342151754,75.14072823634301,85.49390807590227,95.84708791546154,105.165272730287,115.57866415277859,12.673081705943062
737058,ARIMA,87.45621471625056,9.344465450098873,12,2021-06-14,2021-07-10,4-step_ahead,12113,111.0,69.1413989792779,75.48080038949891,81.15346854909745,87.45621471625056,93.75896088340366,99.4316290430022,105.7710304532232,14.934991142291766
737059,PatchSim_adpt-Delta,103.0,7.142857142857142,12,2021-07-05,2021-07-10,1-step_ahead,12113,111.0,89.00025725328533,93.84606024611,98.182216070028,103.0,107.817783929972,112.15393975389,116.99974274671469,3.4633951780364964
737060,ENKF,82.57169267905192,7.3928175711865585,12,2021-06-14,2021-07-10,4-step_ahead,12113,111.0,68.08203649525139,73.09741574691216,77.58531300221709,82.57169267905192,87.55807235588675,92.04596961119171,97.06134886285244,21.617511675593867
737061,ENKF,71.68172362581754,5.436320087340127,12,2021-06-21,2021-07-10,3-step_ahead,12113,111.0,61.02673204619924,64.71479910708524,68.01498144812156,71.68172362581754,75.34846580351352,78.64864814454985,82.33671520543585,34.30994703004782
737062,ENKF,75.50768924350632,3.7607501278415407,12,2021-06-28,2021-07-10,2-step_ahead,12113,111.0,68.13675443808249,70.68809402954894,72.97110182922859,75.50768924350632,78.04427665778404,80.3272844574637,82.87862404893016,32.02763705836299
737063,ENKF,81.10635484079829,2.159111069236533,12,2021-07-05,2021-07-10,1-step_ahead,12113,111.0,76.87457490647292,78.33934266983353,79.65005655506334,81.10635484079829,82.56265312653323,83.87336701176305,85.33813477512365,27.90451663998789
737064,lstm,199.01945251464844,75.32167433190153,12,2021-06-14,2021-07-10,4-step_ahead,12113,111.0,51.3916835688664,102.4908428551595,148.21575521017354,199.01945251464844,249.8231498191233,295.5480621741374,346.6472214604305,38.08984014254917
737065,lstm,179.03083633422852,51.824620486634856,12,2021-06-28,2021-07-10,2-step_ahead,12113,111.0,77.45644666796755,112.61491281582686,144.07566100819145,179.03083633422852,213.98601166026558,245.4467598526301,280.6052260004895,29.870138240326987
737066,lstm,153.2099690246582,38.25089387619377,12,2021-07-05,2021-07-10,1-step_ahead,12113,111.0,78.2395946508547,104.18947609414171,127.41013316932744,153.2099690246582,179.00980487998896,202.23046195517463,228.18034339846167,18.276472261175822
947637,AR_spatial,80.94829473039054,10.220217045479334,12,2021-06-07,2021-06-12,1-step_ahead,12113,82.0,60.91703740706869,67.85055957555089,74.05486308843545,80.94829473039054,87.84172637234562,94.0460298852302,100.97955205371241,2.1696223865475117
947638,AR_spatial,80.2757506115318,8.772786093544294,12,2021-05-31,2021-06-12,2-step_ahead,12113,82.0,63.08140582411116,69.0329728591622,74.35859631077345,80.2757506115318,86.19290491229016,91.51852836390141,97.47009539895245,1.9797070384166369
947639,AR_spatial,101.95572824626976,12.085360470542431,12,2021-05-24,2021-06-12,3-step_ahead,12113,82.0,78.26885698382256,86.46771561507528,93.804276481464,101.95572824626976,110.10718001107551,117.44374087746424,125.64259950871694,9.887865197553797
947640,AR_spatial,94.95350299855713,12.457310426478575,12,2021-05-17,2021-06-12,4-step_ahead,12113,82.0,70.53762321842382,78.98881731902843,86.55117480088656,94.95350299855713,103.35583119622773,110.9181886780858,119.36938277869044,5.612234721117948
947641,AR,88.50997179383721,0.8803705984834231,12,2021-06-07,2021-06-12,1-step_ahead,12113,82.0,86.78447712776173,87.38173147509134,87.91617084878617,88.50997179383721,89.10377273888827,89.6382121125831,90.23546645991269,5.698911033753236
947642,AR,89.20044929890194,0.9000293182469729,12,2021-05-31,2021-06-12,2-step_ahead,12113,82.0,87.43642425010772,88.0470153170665,88.59338874886839,89.20044929890194,89.80750984893551,90.3538832807374,90.96447434769615,6.371277511233474
947643,AR,93.00721184417894,0.9220526278944684,12,2021-05-24,2021-06-12,3-step_ahead,12113,82.0,91.20002190165528,91.82555385538627,92.38529679752277,93.00721184417894,93.62912689083514,94.18886983297159,94.81440178670259,10.157750598533314
947644,AR,100.8718685839455,4.032628745582567,12,2021-05-17,2021-06-12,4-step_ahead,12113,82.0,92.96806147958272,95.703846901784,98.15190182870396,100.8718685839455,103.59183533918707,106.03989026610701,108.77567568830828,15.156720734661324
947645,ARIMA,93.86251792361448,30.15344891845611,12,2021-05-17,2021-06-12,4-step_ahead,12113,82.0,34.76284403377225,55.219318255597905,73.5243256950547,93.86251792361448,114.20071015217422,132.50571759163105,152.96219181345668,7.652565344052157
947646,ARIMA,106.10000007253193,7.930001586213187,12,2021-06-07,2021-06-12,1-step_ahead,12113,82.0,90.55748256620858,95.93729412494923,100.7512952835925,106.10000007253193,111.44870486147137,116.26270602011459,121.64251757885529,16.79431184866248
947647,ARIMA,100.292467344832,28.687931393631306,12,2021-05-24,2021-06-12,3-step_ahead,12113,82.0,44.06515502235869,63.5274039550877,80.9427516654993,100.292467344832,119.64218302416471,137.0575307345763,156.51977966730533,8.281562801758538
947648,ARIMA,86.3254940444015,17.630459103510166,12,2021-05-31,2021-06-12,2-step_ahead,12113,82.0,51.77042917061525,63.731151579027994,74.43393008783269,86.3254940444015,98.21705800097031,108.91983650977501,120.88055891818777,4.101471639214048
947649,PatchSim_adpt,46.0,7.142857142857142,12,2021-06-07,2021-06-12,1-step_ahead,12113,82.0,32.000257253285326,36.84606024610999,41.18221607002799,46.0,50.81778392997201,55.15393975389,59.99974274671467,29.41948589214945
947650,PatchSim_adpt,77.0,17.857142857142858,12,2021-05-31,2021-06-12,2-step_ahead,12113,82.0,42.00064313321332,54.11515061527499,64.95554017506997,77.0,89.04445982493004,99.88484938472502,111.99935686678668,4.242619323642674
947651,PatchSim_adpt,73.0,16.3265306122449,12,2021-05-24,2021-06-12,3-step_ahead,12113,82.0,41.00058800750932,52.076709133965714,61.987922445778246,73.0,84.01207755422175,93.92329086603428,104.99941199249069,4.511619299983505
947652,PatchSim_adpt,45.0,17.295918367346864,12,2021-05-17,2021-06-12,4-step_ahead,12113,82.0,11.100622920455336,22.834388738795013,33.334080340996394,45.0,56.66591965900361,67.165611261205,78.89937707954466,21.065755124561935
947653,ENKF,91.91183283060309,6.653196637325494,12,2021-05-17,2021-06-12,4-step_ahead,12113,82.0,78.87180703938212,83.38541826416251,87.424319892688,91.91183283060309,96.39934576851816,100.43824739704365,104.95185862182406,4.676198641131075
947654,ENKF,95.80088448477542,5.315939174552444,12,2021-05-24,2021-06-12,3-step_ahead,12113,82.0,85.38183515864705,88.98823431328786,92.21533799887398,95.80088448477542,99.38643097067688,102.61353465626298,106.2199338109038,8.903458701928932
947655,ENKF,89.38512601332695,3.75968983590854,12,2021-05-31,2021-06-12,2-step_ahead,12113,82.0,82.01626934190493,84.56688961815624,86.84925375509027,89.38512601332695,91.92099827156365,94.2033624084977,96.75398268474899,3.9214291324395742
